特別会計,勘定,款名,目名,元額_億円,除外,フリードマン根拠,残存割合,残す額_億円,措置,理由
労働保険,労災勘定,職業能力開発強化費,職業能力開発校設備整備費等補助金,44,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,技能向上対策費補助金,22,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,離職者等職業訓練費交付金,89,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,介護労働者雇用改善援助事業等交付金,13,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,外国人技能実習機構交付金,56,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,若年者等職業能力開発支援費,諸謝金,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,若年者等職業能力開発支援費,職員旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,若年者等職業能力開発支援費,委員等旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,若年者等職業能力開発支援費,庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,若年者等職業能力開発支援費,若年者等職業能力開発支援事業委託費,36,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,独立行政法人高齢・障害・求職者雇用支援機構運営費,独立行政法人高齢・障害・求職者雇用支援機構高齢・障害者雇用支援勘定運営費交付金,162,False,[],0.0,0,廃止,民間移行
労働保険,労災勘定,独立行政法人高齢・障害・求職者雇用支援機構運営費,独立行政法人高齢・障害・求職者雇用支援機構職業能力開発勘定運営費交付金,584,False,[],0.0,0,廃止,民間移行
労働保険,労災勘定,独立行政法人高齢・障害・求職者雇用支援機構運営費,独立行政法人高齢・障害・求職者雇用支援機構認定特定求職者職業訓練勘定運営費交付金,28,False,[],0.0,0,廃止,民間移行
労働保険,労災勘定,独立行政法人高齢・障害・求職者雇用支援機構施設整備費,独立行政法人高齢・障害・求職者雇用支援機構施設整備費補助金,61,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,障害者職業能力開発支援費,諸謝金,0,False,[],0.0,0,廃止,民間サービスに移行
労働保険,労災勘定,障害者職業能力開発支援費,職員旅費,0,False,[],0.0,0,廃止,民間サービスに移行
労働保険,労災勘定,障害者職業能力開発支援費,委員等旅費,0,False,[],0.0,0,廃止,民間サービスに移行
労働保険,労災勘定,障害者職業能力開発支援費,庁費,0,False,[],0.0,0,廃止,民間サービスに移行
労働保険,労災勘定,障害者職業能力開発支援費,障害者職業能力開発支援事業委託費,16,False,[],0.0,0,廃止,民間サービスに移行
労働保険,労災勘定,技能継承・振興推進費,諸謝金,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,技能継承・振興推進費,卓越技能者褒賞金,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,技能継承・振興推進費,職員旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,技能継承・振興推進費,委員等旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,技能継承・振興推進費,庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,技能継承・振興推進費,技能継承振興推進事業委託費,49,False,[],0.0,0,廃止,産業政策廃止
労働保険,労災勘定,技能継承・振興推進費,技能向上対策費補助金,6,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,独立行政法人労働政策研究・研修機構運営費,独立行政法人労働政策研究・研修機構雇用勘定運営費交付金,18,False,[],0.5,9,半減,政策立案支援のみ
労働保険,労災勘定,業務取扱費,職員基本給,225,False,[],0.4,90,縮小,政府縮小で職員削減
労働保険,労災勘定,業務取扱費,職員諸手当,113,False,[],0.4,45,縮小,同上
労働保険,労災勘定,業務取扱費,超過勤務手当,19,False,[],0.3,5,縮小,縮小
労働保険,労災勘定,業務取扱費,委員手当,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,休職者給与,1,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,短時間勤務職員給与,44,False,[],0.4,17,縮小,同上
労働保険,労災勘定,業務取扱費,公務災害補償費,1,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,退職手当,41,False,[],0.5,20,縮小,当面維持
労働保険,労災勘定,業務取扱費,児童手当,4,False,[],0.4,1,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,諸謝金,100,False,[],0.4,40,縮小,縮小
労働保険,労災勘定,業務取扱費,職員旅費,2,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,赴任旅費,1,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,委員等旅費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,証人等旅費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,庁費,97,False,[],0.4,38,縮小,管理費縮小
労働保険,労災勘定,業務取扱費,情報処理業務庁費,363,False,[],0.3,108,縮小,IT縮小
労働保険,労災勘定,業務取扱費,国有財産管理処分庁費,6,False,[],0.4,2,縮小,管理費縮小
労働保険,労災勘定,業務取扱費,労働保険業務庁費,14,False,[],0.4,5,縮小,管理費縮小
労働保険,労災勘定,業務取扱費,電子計算機等借料,140,False,[],0.3,42,縮小,IT縮小
労働保険,労災勘定,業務取扱費,土地建物借料,67,False,[],0.5,33,縮小,施設縮小
労働保険,労災勘定,業務取扱費,各所修繕,5,False,[],0.4,2,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,公共施設等維持管理運営費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,自動車重量税,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,雇用保険活用援助事業委託費,33,False,[],0.4,13,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,国家公務員共済組合負担金,126,False,[],0.3,37,縮小,共済廃止・民間保険移行期
労働保険,労災勘定,業務取扱費,国有資産所在市町村交付金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,国際社会保障協会等分担金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,経済協力開発機構拠出金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,賠償償還及払戻金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,貨幣交換差減補填金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,施設整備費,施設施工旅費,0,False,[],0.2,0,縮小,同上
労働保険,労災勘定,施設整備費,施設施工庁費,6,False,[],0.2,1,縮小,同上
労働保険,労災勘定,施設整備費,施設整備費,53,False,[],0.2,10,縮小,核施設のみ
労働保険,労災勘定,施設整備費,不動産購入費,1,False,[],0.2,0,縮小,同上
労働保険,労災勘定,保険料返還金等徴収勘定へ繰入,徴収勘定へ繰入,182,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,予備費,(予備費),550,False,[],0.3,165,縮小,政府縮小後も一定額必要
労働保険,労災勘定,業務取扱費,職員基本給,31,False,[],0.4,12,縮小,政府縮小で職員削減
労働保険,労災勘定,業務取扱費,職員諸手当,15,False,[],0.4,6,縮小,同上
労働保険,労災勘定,業務取扱費,超過勤務手当,2,False,[],0.3,0,縮小,縮小
労働保険,労災勘定,業務取扱費,休職者給与,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,短時間勤務職員給与,1,False,[],0.4,0,縮小,同上
労働保険,労災勘定,業務取扱費,公務災害補償費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,退職手当,7,False,[],0.5,3,縮小,当面維持
労働保険,労災勘定,業務取扱費,児童手当,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,諸謝金,43,False,[],0.4,17,縮小,縮小
労働保険,労災勘定,業務取扱費,報奨金,119,False,[],0.3,35,縮小,削減
労働保険,労災勘定,業務取扱費,職員旅費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,滞納処分等旅費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,赴任旅費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,委員等旅費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,庁費,41,False,[],0.4,16,縮小,管理費縮小
労働保険,労災勘定,業務取扱費,情報処理業務庁費,87,False,[],0.3,26,縮小,IT縮小
労働保険,労災勘定,業務取扱費,労働保険業務庁費,8,False,[],0.4,3,縮小,管理費縮小
労働保険,労災勘定,業務取扱費,雇用保険印紙作成費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,電子計算機等借料,24,False,[],0.3,7,縮小,IT縮小
労働保険,労災勘定,業務取扱費,自動車重量税,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,消費税,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,労働保険加入促進等業務委託費,27,False,[],0.4,10,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,国家公務員共済組合負担金,12,False,[],0.3,3,縮小,共済廃止・民間保険移行期
労働保険,労災勘定,業務取扱費,石綿健康被害救済事業交付金,43,False,[9],0.8,34,縮小,⑨石綿被害は外部効果対応
労働保険,労災勘定,業務取扱費,賠償償還及払戻金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,保険給付費等財源労災勘定へ繰入,労災勘定へ繰入,10176,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,失業等給付費等財源雇用勘定へ繰入,雇用勘定へ繰入,21943,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,諸支出金,賠償償還及払戻金,12,False,[5],1.0,12,維持,⑤返還義務
労働保険,労災勘定,諸支出金,保険料返還金,499,False,[5],1.0,499,維持,⑤契約上の返還義務
労働保険,労災勘定,育児休業給付費等子ども・子育て支援特別会計へ繰入,育児休業給付費子ども・子育て支援特別会計育児休業等給付勘定へ繰入,8958,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,育児休業給付費等子ども・子育て支援特別会計へ繰入,子ども・子育て支援特別会計育児休業等給付勘定へ繰入,181,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,予備費,(予備費),1,False,[],0.3,0,縮小,政府縮小後も一定額必要
年金,基礎年金勘定,基礎年金給付費,基礎年金給付費,288509,False,[10],0.0,0,廃止,HSA統合口座移行
年金,基礎年金勘定,基礎年金相当給付費他勘定へ繰入及交付金,国家公務員共済組合連合会等交付金,283,False,[10],0.0,0,廃止,共済廃止
年金,基礎年金勘定,基礎年金相当給付費他勘定へ繰入及交付金,国民年金勘定へ繰入,203,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,基礎年金相当給付費他勘定へ繰入及交付金,厚生年金勘定へ繰入,217,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,諸支出金,賠償償還及払戻金,0,False,[5],1.0,0,維持,⑤契約上の返還義務
年金,基礎年金勘定,諸支出金,貨幣交換差減補填金,0,False,[],0.3,0,縮小,移行期処理
年金,基礎年金勘定,諸支出金,支払調整金繰入,6,False,[],0.3,1,縮小,移行期のみ
年金,基礎年金勘定,予備費,(予備費),580,False,[],0.2,116,縮小,移行期は一定額必要
年金,基礎年金勘定,特別障害給付金給付費,特別障害給付金給付費,22,False,[10],1.0,22,維持,⑩特別障害給付金は維持
年金,基礎年金勘定,福祉年金給付費,福祉年金給付費,0,False,[10],1.0,0,維持,⑩無拠出・低所得者給付。維持
年金,基礎年金勘定,国民年金給付費,国民年金給付費,1552,False,[10],0.0,0,廃止,国民年金廃止
年金,基礎年金勘定,基礎年金給付費等基礎年金勘定へ繰入,基礎年金勘定へ繰入,39307,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,年金相談事業費等業務勘定へ繰入,業務勘定へ繰入,758,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,諸支出金,賠償償還及払戻金,745,False,[5],1.0,745,維持,⑤契約上の返還義務
年金,基礎年金勘定,諸支出金,貨幣交換差減補填金,0,False,[],0.3,0,縮小,移行期処理
年金,基礎年金勘定,諸支出金,支払調整金繰入,0,False,[],0.3,0,縮小,移行期のみ
年金,基礎年金勘定,予備費,(予備費),3,False,[],0.2,0,縮小,移行期は一定額必要
年金,基礎年金勘定,保険給付費,存続厚生年金基金等給付費等負担金,4531,False,[10],0.0,0,廃止,厚生年金基金廃止
年金,基礎年金勘定,保険給付費,保険給付費,259967,False,[10],0.0,0,廃止,老齢厚生年金廃止（HSA移行）
年金,基礎年金勘定,実施機関保険給付費等交付金,国家公務員共済組合連合会等交付金,50741,False,[10],0.0,0,廃止,共済等への給付交付金。HSA移行で廃止
年金,基礎年金勘定,基礎年金給付費等基礎年金勘定へ繰入,基礎年金勘定へ繰入,218979,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,年金相談事業費等業務勘定へ繰入,業務勘定へ繰入,2778,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,諸支出金,賠償償還及払戻金,201,False,[5],1.0,201,維持,⑤契約上の返還義務
年金,基礎年金勘定,諸支出金,貨幣交換差減補填金,0,False,[],0.3,0,縮小,移行期処理
年金,基礎年金勘定,諸支出金,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,諸支出金,支払調整金繰入,95,False,[],0.3,28,縮小,移行期のみ
年金,基礎年金勘定,予備費,(予備費),520,False,[],0.2,104,縮小,移行期は一定額必要
年金,基礎年金勘定,保険料等交付金,保険料等交付金,131122,False,[10],0.0,0,廃止,第3号被保険者向け交付金。HSA移行で廃止
年金,基礎年金勘定,業務取扱費等業務勘定へ繰入,業務勘定へ繰入,473,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,諸支出金,賠償償還及払戻金,97,False,[5],1.0,97,維持,⑤契約上の返還義務
年金,基礎年金勘定,国債整理基金特別会計へ繰入,国債整理基金特別会計へ繰入,14707,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,業務取扱費,職員基本給,16,False,[],0.2,3,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,職員諸手当,8,False,[],0.2,1,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,超過勤務手当,2,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,委員手当,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,非常勤職員手当,5,False,[],0.2,1,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,休職者給与,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,短時間勤務職員給与,1,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,公務災害補償費,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,退職手当,3,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,児童手当,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,諸謝金,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,職員旅費,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,滞納処分等旅費,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,赴任旅費,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,委員等旅費,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,参考人等旅費,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,庁費,8,False,[],0.2,1,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,情報処理業務庁費,8,False,[],0.2,1,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,国有財産管理処分庁費,2,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,健康保険印紙作成費,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,口座振替納付等事務手数料,42,False,[],0.2,8,縮小,移行期
年金,基礎年金勘定,業務取扱費,土地建物借料,1,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,消費税,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,国家公務員共済組合負担金,7,False,[],0.2,1,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,国民年金等事務取扱交付金,330,False,[],0.1,33,縮小,HSA移行期の最小維持
年金,基礎年金勘定,業務取扱費,健康保険事務指定市町村交付金,0,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,賠償償還及払戻金,1,False,[],0.2,0,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,業務取扱費,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,社会保険オンラインシステム費,社会保険オンラインシステム業務庁費,1081,False,[],0.3,324,縮小,移行業務として当面維持
年金,基礎年金勘定,社会保険オンラインシステム費,社会保険オンラインシステム利用庁費,92,False,[],0.3,27,縮小,同上
年金,基礎年金勘定,社会保険オンラインシステム費,電子計算機等借料,153,False,[],0.3,45,縮小,同上
年金,基礎年金勘定,日本年金機構運営費,日本年金機構運営費交付金,1140,False,[],0.2,228,縮小,同上
年金,基礎年金勘定,日本年金機構運営費,日本年金機構事業運営費交付金,2483,False,[],0.2,496,縮小,HSA移行期の縮小存続
年金,基礎年金勘定,独立行政法人福祉医療機構納付金等相当財源健康勘定へ繰入,健康勘定へ繰入,2,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,諸支出金,賠償償還及払戻金,3,False,[5],1.0,3,維持,⑤契約上の返還義務
年金,基礎年金勘定,一般会計へ繰入,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,児童手当等子ども・子育て支援特別会計へ繰入,児童手当等子ども・子育て支援特別会計子ども・子育て支援勘定へ繰入,5457,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,児童手当等子ども・子育て支援特別会計へ繰入,仕事・子育て両立支援事業等子ども・子育て支援特別会計子ども・子育て支援勘定へ繰入,1998,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
年金,基礎年金勘定,予備費,(予備費),0,False,[],0.2,0,縮小,移行期は一定額必要
子ども・子育て支援,子ども・子育て支援勘定,児童手当交付金,児童手当交付金,20973,False,[10],0.5,10486,半減,NIT移行前の経過措置として残す
子ども・子育て支援,子ども・子育て支援勘定,妊婦のための支援給付費,妊婦のための支援給付事業費補助金,23,False,[10],0.5,11,半減,同上
子ども・子育て支援,子ども・子育て支援勘定,妊婦のための支援給付費,妊婦のための支援給付交付金,774,False,[10],0.5,387,半減,NIT移行期措置
子ども・子育て支援,子ども・子育て支援勘定,子ども・子育て支援推進費,子どものための教育・保育給付費補助金,18,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,子ども・子育て支援推進費,子どものための教育・保育給付交付金,18757,False,[],0.0,0,廃止,保育補助廃止。民間市場
子ども・子育て支援,子ども・子育て支援勘定,子ども・子育て支援推進費,子育てのための施設等利用給付交付金,863,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,乳児等のための支援給付費,乳児等のための支援給付交付金,348,False,[10],0.5,174,半減,NIT移行期措置
子ども・子育て支援,子ども・子育て支援勘定,地域子ども・子育て支援及仕事・子育て両立支援事業費,諸謝金,0,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,地域子ども・子育て支援及仕事・子育て両立支援事業費,職員旅費,0,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,地域子ども・子育て支援及仕事・子育て両立支援事業費,委員等旅費,0,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,地域子ども・子育て支援及仕事・子育て両立支援事業費,庁費,0,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,地域子ども・子育て支援及仕事・子育て両立支援事業費,仕事・子育て両立支援事業適正化業務庁費,0,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,地域子ども・子育て支援及仕事・子育て両立支援事業費,仕事・子育て両立支援事業適正化業務委託費,34,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,地域子ども・子育て支援及仕事・子育て両立支援事業費,仕事・子育て両立支援事業費補助金,2430,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,地域子ども・子育て支援及仕事・子育て両立支援事業費,子ども・子育て支援交付金,2163,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,地域子ども・子育て支援及仕事・子育て両立支援事業費,子ども・子育て支援施設整備交付金,67,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,職員基本給,2,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,職員諸手当,1,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,超過勤務手当,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,退職手当,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,児童手当,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,諸謝金,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,職員旅費,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,赴任旅費,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,委員等旅費,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,庁費,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,情報処理業務庁費,27,False,[],0.3,8,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,拠出金納付手数料,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,子ども・子育て支援調査委託費,2,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,子ども・子育て支援事業費補助金,104,False,[10],0.5,52,半減,NIT移行前の経過措置
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,国家公務員共済組合負担金,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,年金特別会計業務勘定へ繰入,19,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
子ども・子育て支援,子ども・子育て支援勘定,出生後休業支援等給付費等育児休業等給付勘定へ繰入,育児休業等給付勘定へ繰入,772,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
子ども・子育て支援,子ども・子育て支援勘定,諸支出金,賠償償還及払戻金,1,False,[5],1.0,1,維持,⑤返還義務
子ども・子育て支援,子ども・子育て支援勘定,諸支出金,年金特別会計業務勘定へ繰入,3,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
子ども・子育て支援,子ども・子育て支援勘定,子ども・子育て支援特例公債事務取扱費一般会計へ繰入,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
子ども・子育て支援,子ども・子育て支援勘定,国民年金事業費年金特別会計へ繰入,年金特別会計国民年金勘定へ繰入,151,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
子ども・子育て支援,子ども・子育て支援勘定,国債整理基金特別会計へ繰入,国債整理基金特別会計へ繰入,382,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
子ども・子育て支援,子ども・子育て支援勘定,予備費,(予備費),40,False,[],0.2,8,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,育児休業給付費,育児休業給付金,8896,False,[],0.0,0,廃止,民間契約・HSAで対応
子ども・子育て支援,子ども・子育て支援勘定,出生後休業支援等給付費,出生後休業支援給付金,247,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,出生後休業支援等給付費,育児時短就業給付金,505,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,職員基本給,2,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,職員諸手当,1,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,超過勤務手当,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,休職者給与,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,短時間勤務職員給与,1,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,公務災害補償費,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,退職手当,1,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,児童手当,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,諸謝金,9,False,[],0.3,2,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,職員旅費,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,赴任旅費,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,委員等旅費,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,証人等旅費,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,庁費,1,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,情報処理業務庁費,50,False,[],0.3,15,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,育児休業等給付業務庁費,3,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,電子計算機等借料,27,False,[],0.3,8,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,雇用保険活用援助事業委託費,4,False,[],0.3,1,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,国家公務員共済組合負担金,1,False,[],0.3,0,縮小,縮小
